doctor_id,specialization,experience_years,performance_rating
D14154,Orthopedics,33,3.95
D14155,Emergency,25,2.04
D14156,Emergency,16,1.37
D14157,Urology,38,2.12
D14158,Emergency,26,4.91
D14159,Gastroenterology,18,3.02
D14160,Gastroenterology,17,4.22
D14161,Orthopedics,25,2.03
D14162,Orthopedics,26,4.41
D14163,Cardiology,18,2.25
D14164,Gastroenterology,1,4.89
D14165,Oncology,7,3.3
D14166,Cardiology,30,4.54
D14167,Urology,33,1.01
D14168,Cardiology,25,2.36
D14169,Pediatrics,25,2.54
D14170,Orthopedics,27,3.64
D14171,Oncology,35,3.17
D14172,Orthopedics,18,3.71
D14173,Pediatrics,30,2.73
D14174,Pediatrics,14,2.05
D14175,Neurology,35,4.79
D14176,Gastroenterology,34,1.84
D14177,Urology,20,4.37
D14178,Emergency,15,4.6
D14179,Pediatrics,7,2.1
D14180,Cardiology,13,3.33
D14181,Emergency,36,3.95
D14182,Cardiology,40,4.5
D14183,Orthopedics,34,4.33
D14184,Cardiology,13,4.27
D14185,Emergency,4,1.28
D14186,Emergency,13,4.91
D14187,Gastroenterology,13,3.09
D14188,Cardiology,23,2.24
D14189,Urology,29,1.78
D14190,Gastroenterology,33,4.84
D14191,Oncology,23,1.23
D14192,Neurology,3,4.72
D14193,Oncology,32,1.86
D14194,Urology,3,4.91
D14195,Gastroenterology,12,1.16
D14196,Neurology,4,1.53
D14197,Gastroenterology,33,1.04
D14198,Emergency,32,1.05
D14199,Neurology,17,4.7
D14200,Orthopedics,9,4.07
D14201,Cardiology,5,4.58
D14202,Oncology,21,1.12
D14203,Neurology,3,1.26
D14204,Cardiology,39,4.97
D14205,Gastroenterology,3,2.96
D14206,Urology,37,1.54
D14207,Neurology,35,2.78
D14208,Cardiology,33,1.42
D14209,Gastroenterology,3,4.92
D14210,Gastroenterology,18,3.87
D14211,Gastroenterology,3,1.79
D14212,Urology,29,3.25
D14213,Emergency,37,3.9
D14214,Urology,5,3.96
D14215,Urology,9,2.2
D14216,Orthopedics,12,1.3
D14217,Oncology,16,4.52
D14218,Gastroenterology,27,4.72
D14219,Cardiology,9,3.17
D14220,Neurology,22,4.46
D14221,Oncology,17,3.16
D14222,Gastroenterology,1,2.05
D14223,Pediatrics,3,3.63
D14224,Urology,5,3.26
D14225,Pediatrics,22,4.63
D14226,Gastroenterology,1,4.77
D14227,Oncology,4,2.76
D14228,Cardiology,22,1.69
D14229,Oncology,24,4.15
D14230,Orthopedics,32,1.93
D14231,Cardiology,2,3.33
D14232,Cardiology,36,3.67
D14233,Gastroenterology,5,4.4
D14234,Emergency,7,1.83
D14235,Gastroenterology,36,4.34
D14236,Urology,40,3.04
D14237,Oncology,8,3.12
D14238,Cardiology,36,4.74
D14239,Gastroenterology,12,2.52
D14240,Gastroenterology,28,1.12
D14241,Oncology,2,2.06
D14242,Oncology,14,4.07
D14243,Orthopedics,19,4.4
D14244,Cardiology,21,3.01
D14245,Neurology,30,2.87
D14246,Orthopedics,37,2.41
D14247,Pediatrics,21,4.32
D14248,Urology,28,2.66
D14249,Urology,33,1.99
D14250,Neurology,7,3.9
D14251,Emergency,16,3.07
D14252,Orthopedics,37,1.31
D14253,Neurology,25,3.72
D14254,Emergency,38,2.64
D14255,Emergency,38,4.41
D14256,Neurology,30,4.78
D14257,Urology,17,4.86
D14258,Pediatrics,16,4.96
D14259,Urology,4,4.42
D14260,Gastroenterology,30,2.46
D14261,Urology,20,2.03
D14262,Urology,35,1.81
D14263,Orthopedics,5,3.96
D14264,Neurology,14,3.56
D14265,Neurology,40,3.31
D14266,Gastroenterology,28,2.65
D14267,Gastroenterology,10,4.08
D14268,Orthopedics,30,2.62
D14269,Neurology,32,2.79
D14270,Urology,12,2.34
D14271,Pediatrics,16,2.88
D14272,Emergency,26,1.49
D14273,Oncology,35,4.67
D14274,Emergency,16,4.01
D14275,Gastroenterology,17,3.25
D14276,Gastroenterology,23,4.46
D14277,Emergency,22,1.57
D14278,Oncology,21,1.54
D14279,Urology,34,4.09
D14280,Pediatrics,5,2.52
D14281,Pediatrics,38,4.12
D14282,Emergency,31,4.18
D14283,Oncology,33,4.66
D14284,Orthopedics,3,2.27
D14285,Gastroenterology,19,1.21
D14286,Cardiology,18,2.93
D14287,Urology,28,1.33
D14288,Orthopedics,15,3.06
D14289,Emergency,33,4.48
D14290,Pediatrics,28,3.14
D14291,Gastroenterology,8,1.75
D14292,Orthopedics,40,1.9
D14293,Orthopedics,30,4.48
D14294,Neurology,1,4.38
D14295,Neurology,7,2.85
D14296,Oncology,14,4.05
D14297,Oncology,21,1.07
D14298,Emergency,6,4.46
D14299,Orthopedics,17,1.79
D14300,Cardiology,14,1.95
D14301,Pediatrics,7,3.17
D14302,Emergency,15,2.86
D14303,Cardiology,8,1.57
D14304,Gastroenterology,10,3.8
D14305,Oncology,29,3.31
D14306,Neurology,19,4.63
D14307,Urology,2,4.86
D14308,Orthopedics,8,2.57
D14309,Gastroenterology,30,2.53
D14310,Neurology,36,4.42
D14311,Pediatrics,18,1.48
D14312,Pediatrics,2,1.14
D14313,Neurology,5,1.07
D14314,Gastroenterology,13,4.81
D14315,Neurology,40,2.76
D14316,Cardiology,11,3.57
D14317,Emergency,8,1.54
D14318,Oncology,38,1.17
D14319,Cardiology,17,4.54
D14320,Urology,11,3.96
D14321,Neurology,26,4.02
D14322,Urology,39,2.86
D14323,Urology,34,3.5
D14324,Cardiology,3,3.49
D14325,Oncology,25,4.95
D14326,Gastroenterology,24,2.88
D14327,Pediatrics,23,2.58
D14328,Emergency,30,3.84
D14329,Orthopedics,40,3.75
D14330,Pediatrics,27,3.4
D14331,Oncology,10,2.56
D14332,Orthopedics,9,2.78
D14333,Pediatrics,2,1.99
D14334,Neurology,21,1.94
D14335,Neurology,11,4.45
D14336,Cardiology,10,1.87
D14337,Urology,25,4.39
D14338,Orthopedics,40,1.72
D14339,Oncology,5,3.17
D14340,Oncology,22,2.9
D14341,Pediatrics,5,4.06
D14342,Cardiology,9,4.55
D14343,Pediatrics,11,2.02
D14344,Pediatrics,5,2.82
D14345,Oncology,6,1.73
D14346,Pediatrics,33,2.37
D14347,Urology,16,1.99
D14348,Pediatrics,24,4.87
D14349,Orthopedics,14,2.75
D14350,Urology,24,2.08
D14351,Oncology,12,1.42
D14352,Cardiology,23,2.39
D14353,Neurology,39,4.6
D14354,Orthopedics,6,3.84
D14355,Urology,21,1.56
D14356,Cardiology,9,1.05
D14357,Cardiology,36,3.42
D14358,Urology,40,4.83
D14359,Oncology,5,2.14
D14360,Emergency,31,2.52
D14361,Cardiology,35,4.27
D14362,Cardiology,3,2.51
D14363,Oncology,19,3.15
D14364,Oncology,19,1.13
D14365,Pediatrics,1,3.72
D14366,Oncology,22,1.07
D14367,Cardiology,19,2.48
D14368,Urology,26,1.34
D14369,Emergency,15,1.2
D14370,Gastroenterology,19,1.02
D14371,Pediatrics,25,1.08
D14372,Gastroenterology,39,3.36
D14373,Urology,31,1.08
D14374,Emergency,30,1.3
D14375,Emergency,33,2.64
D14376,Emergency,16,2.63
D14377,Neurology,40,2.05
D14378,Urology,12,3.66
D14379,Orthopedics,28,1.27
D14380,Pediatrics,30,2.15
D14381,Pediatrics,6,3.78
D14382,Emergency,14,1.42
D14383,Urology,5,3.84
D14384,Neurology,36,1.06
D14385,Emergency,23,3.81
D14386,Oncology,32,4.15
D14387,Orthopedics,31,3.79
D14388,Gastroenterology,14,4.04
D14389,Pediatrics,32,4.31
D14390,Gastroenterology,27,2.88
D14391,Cardiology,1,2.47
D14392,Emergency,9,3.65
D14393,Oncology,16,3.32
D14394,Pediatrics,35,3.84
D14395,Gastroenterology,10,4.26
D14396,Orthopedics,16,1.14
D14397,Neurology,30,3.38
D14398,Urology,33,3.34
D14399,Pediatrics,15,3.99
D14400,Orthopedics,39,4.6
D14401,Gastroenterology,8,1.92
D14402,Urology,4,4.58
D14403,Gastroenterology,2,4.01
D14404,Urology,7,1.98
D14405,Neurology,38,3.64
D14406,Neurology,34,3.69
D14407,Emergency,25,2.31
D14408,Emergency,7,2.51
D14409,Pediatrics,25,1.35
D14410,Neurology,2,3.1
D14411,Oncology,26,4.92
D14412,Gastroenterology,36,1.23
D14413,Gastroenterology,38,3.44
D14414,Gastroenterology,3,1.08
D14415,Pediatrics,29,1.18
D14416,Gastroenterology,11,3.34
D14417,Cardiology,21,3.8
D14418,Urology,4,3.44
D14419,Gastroenterology,5,3.01
D14420,Orthopedics,6,4.08
D14421,Urology,22,1.68
D14422,Emergency,39,4.71
D14423,Gastroenterology,6,3.86
D14424,Orthopedics,14,4.11
D14425,Oncology,22,1.19
D14426,Orthopedics,16,3.29
D14427,Neurology,32,3.03
D14428,Neurology,36,4.4
D14429,Emergency,7,4.17
D14430,Cardiology,23,2.3
D14431,Pediatrics,14,1.57
D14432,Pediatrics,6,2.08
D14433,Oncology,25,4.59
D14434,Emergency,3,2.54
D14435,Emergency,13,4.72
D14436,Cardiology,3,2.55
D14437,Gastroenterology,31,4.96
D14438,Pediatrics,3,2.16
D14439,Gastroenterology,17,2.68
D14440,Emergency,39,2.26
D14441,Gastroenterology,2,4.96
D14442,Neurology,5,2.7
D14443,Oncology,9,4.24
D14444,Pediatrics,29,1.63
D14445,Cardiology,35,1.39
D14446,Oncology,40,4.59
D14447,Urology,36,2.59
D14448,Neurology,35,3.87
D14449,Cardiology,30,2.69
D14450,Orthopedics,15,4.25
D14451,Oncology,29,3.45
D14452,Emergency,25,3.9
D14453,Urology,11,4.05
D14454,Cardiology,37,1.7
D14455,Emergency,4,2.42
D14456,Neurology,12,2.27
D14457,Orthopedics,32,3.46
D14458,Urology,5,1.2
D14459,Pediatrics,37,1.64
D14460,Orthopedics,37,1.01
D14461,Emergency,25,2.56
D14462,Oncology,4,2.76
D14463,Gastroenterology,24,1.72
D14464,Cardiology,36,1.69
D14465,Urology,2,2.71
D14466,Emergency,35,2
D14467,Pediatrics,36,1.3
D14468,Gastroenterology,8,4.69
D14469,Cardiology,9,4.46
D14470,Cardiology,28,1.21
D14471,Emergency,40,1.82
D14472,Pediatrics,10,3.83
D14473,Neurology,5,1.27
D14474,Gastroenterology,37,4.68
D14475,Neurology,31,1.06
D14476,Urology,29,3.15
D14477,Emergency,3,2.61
D14478,Gastroenterology,26,2.91
D14479,Urology,31,3.9
D14480,Orthopedics,2,1.11
D14481,Neurology,15,3.49
D14482,Orthopedics,13,4.34
D14483,Orthopedics,28,3.82
D14484,Gastroenterology,14,2.47
D14485,Cardiology,12,1.74
D14486,Urology,15,3.86
D14487,Orthopedics,21,2.45
D14488,Pediatrics,29,4.2
D14489,Oncology,35,1.11
D14490,Neurology,20,1.05
D14491,Neurology,18,2.97
D14492,Pediatrics,38,1.47
D14493,Gastroenterology,15,4.3
D14494,Gastroenterology,12,1.33
D14495,Gastroenterology,34,4.79
D14496,Urology,5,2.13
D14497,Emergency,17,4.5
D14498,Orthopedics,13,2.1
D14499,Cardiology,13,2.63
D14500,Oncology,36,1.84
D14501,Emergency,16,1.2
D14502,Emergency,40,3.39
D14503,Pediatrics,3,4.22
D14504,Urology,2,3.92
D14505,Neurology,25,4.88
D14506,Neurology,3,4.63
D14507,Pediatrics,11,1.56
D14508,Urology,11,3.5
D14509,Pediatrics,10,2.9
D14510,Neurology,28,1.75
D14511,Emergency,11,4.01
D14512,Cardiology,7,2.93
D14513,Orthopedics,29,3.79
D14514,Gastroenterology,1,1.24
D14515,Urology,15,1.45
D14516,Orthopedics,7,2.77
D14517,Oncology,4,1.08
D14518,Oncology,3,1.76
D14519,Emergency,20,4.35
D14520,Pediatrics,3,2.88
D14521,Pediatrics,29,3.86
D14522,Neurology,20,1.65
D14523,Emergency,10,2.53
D14524,Neurology,35,4.28
D14525,Neurology,26,1.17
D14526,Oncology,30,2.26
D14527,Neurology,26,3.04
D14528,Orthopedics,37,3.49
D14529,Gastroenterology,20,1.59
D14530,Neurology,9,4.7
D14531,Oncology,11,3.95
D14532,Gastroenterology,33,1.26
D14533,Pediatrics,30,2.78
D14534,Urology,30,4.56
D14535,Cardiology,23,4.6
D14536,Neurology,36,4.52
D14537,Orthopedics,24,1.48
D14538,Gastroenterology,31,3
D14539,Urology,23,2.82
D14540,Oncology,36,2.69
D14541,Urology,40,2.52
D14542,Cardiology,34,4.44
D14543,Orthopedics,21,4.17
D14544,Urology,26,1.75
D14545,Orthopedics,7,4.13
D14546,Gastroenterology,25,3.72
D14547,Urology,3,1.19
D14548,Orthopedics,18,1.42
D14549,Urology,6,4.79
D14550,Urology,13,3.12
D14551,Emergency,2,4.99
D14552,Neurology,40,4.86
D14553,Oncology,13,4.07
D14554,Cardiology,1,2.29
D14555,Oncology,2,1.78
D14556,Emergency,4,1.04
D14557,Emergency,13,1.62
D14558,Gastroenterology,30,4.52
D14559,Emergency,12,3.85
D14560,Neurology,33,4.39
D14561,Emergency,38,4.36
D14562,Urology,34,4.9
D14563,Oncology,3,3.8
D14564,Pediatrics,9,3.25
D14565,Cardiology,7,3.36
D14566,Emergency,4,3.73
D14567,Oncology,28,2.83
D14568,Gastroenterology,32,3.73
D14569,Emergency,1,3.37
D14570,Neurology,13,1.64
D14571,Emergency,36,1.45
D14572,Emergency,26,1.88
D14573,Orthopedics,13,4.1
D14574,Orthopedics,22,2.03
D14575,Emergency,24,4.44
D14576,Gastroenterology,11,2.15
D14577,Orthopedics,25,3.47
D14578,Emergency,15,4.47
D14579,Cardiology,36,4.39
D14580,Oncology,38,4.34
D14581,Orthopedics,34,4.29
D14582,Orthopedics,34,3.75
D14583,Neurology,32,3.88
D14584,Emergency,38,4.82
D14585,Emergency,25,4.12
D14586,Emergency,3,1.57
D14587,Emergency,29,1.93
D14588,Orthopedics,21,2.34
D14589,Urology,9,1.35
D14590,Urology,21,4.53
D14591,Pediatrics,21,2.67
D14592,Emergency,7,2.72
D14593,Pediatrics,32,2.63
D14594,Cardiology,22,2.89
D14595,Pediatrics,11,1.79
D14596,Oncology,34,3.92
D14597,Urology,14,4.52
D14598,Urology,22,3.89
D14599,Emergency,25,2.09
D14600,Orthopedics,16,1.11
D14601,Emergency,33,1.56
D14602,Cardiology,2,3.7
D14603,Neurology,39,4.05
D14604,Cardiology,6,2.96
D14605,Oncology,34,1.11
D14606,Emergency,37,2.94
D14607,Emergency,22,4.55
D14608,Cardiology,16,1.49
D14609,Cardiology,7,4.63
D14610,Cardiology,13,4.8
D14611,Urology,17,3.65
D14612,Pediatrics,3,1.25
D14613,Pediatrics,12,2.34
D14614,Emergency,6,4.45
D14615,Urology,12,3.88
D14616,Cardiology,11,2.96
D14617,Emergency,19,1.65
D14618,Urology,31,2.94
D14619,Oncology,2,1.37
D14620,Neurology,32,3.46
D14621,Urology,18,4.12
D14622,Gastroenterology,4,3.51
D14623,Emergency,22,1.06
D14624,Orthopedics,14,3.68
D14625,Pediatrics,14,2.94
D14626,Gastroenterology,37,2.72
D14627,Cardiology,29,2.13
D14628,Neurology,34,1.47
D14629,Orthopedics,6,3.24
D14630,Oncology,12,4.33
D14631,Orthopedics,24,4.94
D14632,Neurology,29,3.53
D14633,Orthopedics,10,2.25
D14634,Neurology,36,2.66
D14635,Urology,34,3.89
D14636,Emergency,32,2.91
D14637,Orthopedics,32,3.09
D14638,Orthopedics,15,1.56
D14639,Emergency,9,3.15
D14640,Neurology,36,4.89
D14641,Cardiology,22,2.35
D14642,Emergency,13,1.67
D14643,Neurology,14,2.9
D14644,Emergency,26,3.08
D14645,Cardiology,25,4.99
D14646,Oncology,22,1.86
D14647,Gastroenterology,30,3.17
D14648,Neurology,13,2.49
D14649,Pediatrics,32,3.99
D14650,Pediatrics,37,4.48
D14651,Neurology,19,4.04
D14652,Urology,35,1.76
D14653,Oncology,29,3.6
D14654,Urology,7,1.93
D14655,Gastroenterology,35,4.94
D14656,Pediatrics,39,3.24
D14657,Cardiology,6,2.72
D14658,Neurology,14,3.59
D14659,Gastroenterology,28,3.4
D14660,Orthopedics,1,4.67
D14661,Orthopedics,21,3.05
D14662,Emergency,27,4.02
D14663,Pediatrics,22,4.94
D14664,Oncology,11,3.53
D14665,Pediatrics,9,1.55
D14666,Oncology,10,4.98
D14667,Oncology,39,3.57
D14668,Neurology,31,4.96
D14669,Oncology,32,3.09
D14670,Urology,31,1.2
D14671,Orthopedics,8,4.71
D14672,Gastroenterology,40,4.55
D14673,Cardiology,5,2.95
D14674,Pediatrics,31,2.39
D14675,Cardiology,7,1.59
D14676,Gastroenterology,14,4.71
D14677,Emergency,25,3.09
D14678,Gastroenterology,21,4.13
D14679,Pediatrics,29,3.47
D14680,Orthopedics,31,1.47
D14681,Cardiology,4,1.19
D14682,Cardiology,29,2.51
D14683,Neurology,1,1.03
D14684,Neurology,32,1.84
D14685,Gastroenterology,1,4.67
D14686,Gastroenterology,4,3.32
D14687,Emergency,20,3.78
D14688,Oncology,40,4.12
D14689,Pediatrics,37,4.79
D14690,Neurology,14,1.61
D14691,Pediatrics,14,3.3
D14692,Emergency,2,2.56
D14693,Neurology,21,2.53
D14694,Neurology,29,3.72
D14695,Oncology,12,1.81
D14696,Pediatrics,18,3.54
D14697,Orthopedics,38,2.45
D14698,Pediatrics,32,1.47
D14699,Pediatrics,22,4.39
D14700,Oncology,36,1.57
D14701,Neurology,12,3.02
D14702,Emergency,21,2.11
D14703,Pediatrics,8,4.81
D14704,Cardiology,28,3.45
D14705,Orthopedics,22,3.55
D14706,Orthopedics,16,3.17
D14707,Oncology,12,4.59
D14708,Urology,17,2.21
D14709,Emergency,21,3.27
D14710,Cardiology,7,1.9
D14711,Pediatrics,20,1.78
D14712,Urology,36,2.93
D14713,Emergency,13,2.1
D14714,Oncology,29,3.99
D14715,Urology,37,1.17
D14716,Neurology,8,1.47
D14717,Gastroenterology,20,3.48
D14718,Urology,10,1.3
D14719,Gastroenterology,15,2.27
D14720,Orthopedics,12,3.5
D14721,Cardiology,16,1.87
D14722,Emergency,8,4.11
D14723,Cardiology,20,4.84
D14724,Cardiology,14,4.75
D14725,Pediatrics,37,1.35
D14726,Oncology,26,3.88
D14727,Urology,38,4.03
D14728,Emergency,29,1.71
D14729,Orthopedics,13,1.38
D14730,Neurology,34,1.41
D14731,Oncology,22,2.99
D14732,Oncology,26,4.49
D14733,Emergency,34,2.33
D14734,Oncology,24,1.66
D14735,Pediatrics,21,3.41
D14736,Oncology,31,2.5
D14737,Orthopedics,12,4.93
D14738,Orthopedics,24,3.11
D14739,Pediatrics,21,1.06
D14740,Urology,4,4.05
D14741,Urology,25,4.74
D14742,Cardiology,8,4
D14743,Orthopedics,36,2.12
D14744,Pediatrics,34,4.46
D14745,Neurology,27,3.35
D14746,Urology,28,3.06
D14747,Oncology,29,1.76
D14748,Emergency,29,2.71
D14749,Emergency,10,3.78
D14750,Gastroenterology,32,4.31
D14751,Orthopedics,8,4.53
D14752,Pediatrics,17,3.21
D14753,Neurology,12,4.49
D14754,Cardiology,26,4.84
D14755,Oncology,3,3.82
D14756,Pediatrics,11,4.47
D14757,Gastroenterology,14,4.8
D14758,Emergency,7,2.42
D14759,Pediatrics,26,4.28
D14760,Oncology,37,3.46
D14761,Neurology,33,4.09
D14762,Orthopedics,32,1.45
D14763,Neurology,38,4.63
D14764,Urology,20,3.88
D14765,Oncology,10,2
D14766,Gastroenterology,15,3.72
D14767,Urology,15,3.63
D14768,Urology,6,3.21
D14769,Urology,25,1.71
D14770,Pediatrics,1,3.08
D14771,Gastroenterology,6,3.55
D14772,Emergency,13,3.2
D14773,Neurology,11,2.33
D14774,Orthopedics,24,3.81
D14775,Pediatrics,20,3.56
D14776,Emergency,26,1.93
D14777,Neurology,25,2.51
D14778,Orthopedics,12,2.89
D14779,Gastroenterology,9,4.4
D14780,Orthopedics,36,1.42
D14781,Gastroenterology,9,2.61
D14782,Oncology,33,1.38
D14783,Orthopedics,40,3.7
D14784,Neurology,34,2.63
D14785,Neurology,24,2.17
D14786,Gastroenterology,33,4.38
D14787,Neurology,33,4.98
D14788,Cardiology,29,3.91
D14789,Oncology,38,1.04
D14790,Pediatrics,13,4.89
D14791,Orthopedics,18,1.56
D14792,Pediatrics,35,2.18
D14793,Emergency,2,2.66
D14794,Pediatrics,25,1.57
D14795,Urology,6,2.7
D14796,Neurology,25,4.61
D14797,Pediatrics,20,2.05
D14798,Emergency,14,2.06
D14799,Emergency,4,3.36
D14800,Urology,8,3.68
D14801,Emergency,34,3.38
D14802,Gastroenterology,28,1.31
D14803,Cardiology,2,4.52
D14804,Gastroenterology,17,3.93
D14805,Neurology,4,3.29
D14806,Neurology,34,2.79
D14807,Neurology,27,4.9
D14808,Oncology,19,4.35
D14809,Pediatrics,28,2.04
D14810,Cardiology,38,3.51
D14811,Pediatrics,34,1.94
D14812,Cardiology,32,3.28
D14813,Pediatrics,31,3.93
D14814,Urology,6,2.86
D14815,Orthopedics,6,2.21
D14816,Gastroenterology,28,2.36
D14817,Emergency,8,4.45
D14818,Emergency,1,1.28
D14819,Gastroenterology,16,4.65
D14820,Urology,19,2.03
D14821,Cardiology,18,3.46
D14822,Gastroenterology,30,3.01
D14823,Oncology,16,2.26
D14824,Cardiology,33,4.6
D14825,Emergency,28,4.31
D14826,Oncology,16,3.21
D14827,Pediatrics,11,2.63
D14828,Oncology,6,3.7
D14829,Cardiology,14,1.47
D14830,Urology,36,4.79
D14831,Pediatrics,22,4.56
D14832,Cardiology,40,3.04
D14833,Pediatrics,23,4.34
D14834,Oncology,31,4.68
D14835,Emergency,28,1.53
D14836,Cardiology,19,2.05
D14837,Orthopedics,22,1.84
D14838,Urology,1,3.66
D14839,Orthopedics,3,4.93
D14840,Orthopedics,8,1.13
D14841,Gastroenterology,13,4.98
D14842,Oncology,1,1.46
D14843,Cardiology,29,3.49
D14844,Urology,13,3.72
D14845,Cardiology,29,1.15
D14846,Oncology,30,2.33
D14847,Cardiology,16,2.87
D14848,Pediatrics,34,4.63
D14849,Oncology,40,3.81
D14850,Cardiology,3,3.51
D14851,Gastroenterology,29,1.52
D14852,Emergency,30,2.16
D14853,Cardiology,34,2.76
D14854,Pediatrics,4,2.21
D14855,Urology,8,2.75
D14856,Gastroenterology,18,4.68
D14857,Urology,22,3.42
D14858,Orthopedics,10,3.07
D14859,Gastroenterology,14,3.15
D14860,Urology,31,4.09
D14861,Emergency,35,4.9
D14862,Pediatrics,2,4.93
D14863,Orthopedics,2,3.64
D14864,Oncology,35,2.47
D14865,Urology,34,3.36
D14866,Gastroenterology,29,1.27
D14867,Pediatrics,6,1.65
D14868,Cardiology,4,4.56
D14869,Emergency,1,3.99
D14870,Pediatrics,35,1.98
D14871,Pediatrics,26,2.65
D14872,Oncology,29,1.25
D14873,Pediatrics,11,4.46
D14874,Oncology,4,2.21
D14875,Emergency,22,3.19
D14876,Emergency,33,4.94
D14877,Cardiology,34,1.72
D14878,Oncology,31,4.53
D14879,Oncology,10,2.03
D14880,Urology,35,1.46
D14881,Urology,28,1.09
D14882,Cardiology,23,4.36
D14883,Emergency,12,1.01
D14884,Neurology,29,4.81
D14885,Urology,2,1.73
D14886,Pediatrics,13,4.25
D14887,Emergency,36,4.45
D14888,Neurology,26,1.34
D14889,Orthopedics,17,2.53
D14890,Pediatrics,33,2.11
D14891,Gastroenterology,22,1.06
D14892,Oncology,2,2.69
D14893,Emergency,10,2.94
D14894,Gastroenterology,39,3.72
D14895,Cardiology,26,1.98
D14896,Oncology,30,4.39
D14897,Oncology,22,2.92
D14898,Pediatrics,11,3.68
D14899,Gastroenterology,22,2.87
D14900,Oncology,24,1.33
D14901,Urology,29,5
D14902,Emergency,10,4.11
D14903,Urology,34,4.92
D14904,Pediatrics,25,4.29
D14905,Neurology,21,2.83
D14906,Orthopedics,39,3.76
D14907,Pediatrics,13,4.34
D14908,Emergency,2,3.57
D14909,Oncology,6,3.6
D14910,Gastroenterology,1,1.8
D14911,Gastroenterology,28,1.44
D14912,Cardiology,22,3.94
D14913,Pediatrics,11,3.26
D14914,Emergency,39,3.93
D14915,Cardiology,5,3.33
D14916,Oncology,18,1.05
D14917,Neurology,20,4.89
D14918,Pediatrics,12,1.49
D14919,Neurology,21,3.84
D14920,Emergency,27,3.46
D14921,Neurology,34,1.99
D14922,Neurology,18,4.31
D14923,Emergency,34,2.05
D14924,Emergency,2,1.28
D14925,Pediatrics,14,3.77
D14926,Neurology,39,2.3
D14927,Cardiology,1,1.65
D14928,Orthopedics,28,1.7
D14929,Emergency,27,1.06
D14930,Oncology,30,2.22
D14931,Neurology,22,2.1
D14932,Emergency,12,2.93
D14933,Cardiology,1,2.92
D14934,Gastroenterology,33,3.72
D14935,Pediatrics,1,3.05
D14936,Neurology,5,4.25
D14937,Gastroenterology,5,4.5
D14938,Emergency,7,3.21
D14939,Emergency,20,4.39
D14940,Oncology,26,4.96
D14941,Oncology,6,3.65
D14942,Neurology,26,1.76
D14943,Gastroenterology,3,3.13
D14944,Orthopedics,39,1.24
D14945,Gastroenterology,14,4.12
D14946,Emergency,14,1.17
D14947,Orthopedics,20,2.93
D14948,Neurology,9,4.72
D14949,Emergency,6,4.39
D14950,Oncology,2,1.2
D14951,Cardiology,38,2.53
D14952,Urology,33,2.3
D14953,Orthopedics,5,1.28
D14954,Urology,13,1.44
D14955,Emergency,15,3.26
D14956,Gastroenterology,34,2.3
D14957,Oncology,9,1.17
D14958,Pediatrics,26,4.41
D14959,Pediatrics,30,3.18
D14960,Urology,22,3.81
D14961,Cardiology,25,3.78
D14962,Urology,40,1.32
D14963,Emergency,4,1.02
D14964,Cardiology,28,4.38
D14965,Pediatrics,37,4.89
D14966,Gastroenterology,10,3.23
D14967,Oncology,9,3.06
D14968,Orthopedics,36,1.48
D14969,Oncology,1,3.24
D14970,Emergency,30,1.08
D14971,Urology,11,4.16
D14972,Emergency,25,3.08
D14973,Orthopedics,11,3.87
D14974,Oncology,5,2.91
D14975,Orthopedics,27,3.96
D14976,Pediatrics,23,3.21
D14977,Oncology,19,3.13
D14978,Cardiology,3,2.48
D14979,Gastroenterology,8,2.14
D14980,Orthopedics,36,4.06
D14981,Gastroenterology,15,3.84
D14982,Neurology,13,4.6
D14983,Oncology,30,4.15
D14984,Oncology,10,1.29
D14985,Gastroenterology,34,4.82
D14986,Neurology,30,4
D14987,Cardiology,25,2.38
D14988,Urology,6,3.58
D14989,Orthopedics,37,4.06
D14990,Orthopedics,17,1.55
D14991,Oncology,36,4.86
D14992,Gastroenterology,40,3.6
D14993,Emergency,32,1.08
D14994,Oncology,22,3.21
D14995,Emergency,33,1.78
D14996,Cardiology,22,2
D14997,Oncology,36,1.28
D14998,Orthopedics,18,2.67
D14999,Gastroenterology,28,2.06
D15000,Cardiology,13,4.35
D15001,Cardiology,18,4.44
D15002,Urology,23,1.11
D15003,Oncology,35,4.09
D15004,Emergency,18,1.15
D15005,Emergency,10,2.79
D15006,Oncology,2,1.42
D15007,Neurology,14,3.24
D15008,Urology,32,4.82
D15009,Urology,30,1.92
D15010,Urology,19,4.36
D15011,Emergency,5,4.13
D15012,Cardiology,32,4.04
D15013,Gastroenterology,10,2.07
D15014,Neurology,5,3.48
D15015,Orthopedics,14,1.34
D15016,Urology,39,2.93
D15017,Emergency,19,4.68
D15018,Emergency,11,3.05
D15019,Orthopedics,35,1.13
D15020,Cardiology,39,3.79
D15021,Orthopedics,38,4.49
D15022,Oncology,22,1.79
D15023,Oncology,30,1.63
D15024,Gastroenterology,30,1.11
D15025,Orthopedics,11,4.05
D15026,Gastroenterology,22,4.65
